DT-Index;Datum;Zeit;Quotation [Euro/MWh]
11.10.2021 13:30:00;11.10.2021;13:30:00;67,586
11.10.2021 13:45:00;11.10.2021;13:45:00;64,435
11.10.2021 14:00:00;11.10.2021;14:00:00;57,353
11.10.2021 14:15:00;11.10.2021;14:15:00;56,330
11.10.2021 14:30:00;11.10.2021;14:30:00;62,187
11.10.2021 14:45:00;11.10.2021;14:45:00;67,626
11.10.2021 15:00:00;11.10.2021;15:00:00;73,976
11.10.2021 15:15:00;11.10.2021;15:15:00;59,149
11.10.2021 15:30:00;11.10.2021;15:30:00;66,502
11.10.2021 15:45:00;11.10.2021;15:45:00;71,070
11.10.2021 16:00:00;11.10.2021;16:00:00;76,110
11.10.2021 16:15:00;11.10.2021;16:15:00;57,360
11.10.2021 16:30:00;11.10.2021;16:30:00;66,576
11.10.2021 16:45:00;11.10.2021;16:45:00;73,484
11.10.2021 17:00:00;11.10.2021;17:00:00;91,768
11.10.2021 17:15:00;11.10.2021;17:15:00;61,768
11.10.2021 17:30:00;11.10.2021;17:30:00;77,367
11.10.2021 17:45:00;11.10.2021;17:45:00;86,502
11.10.2021 18:00:00;11.10.2021;18:00:00;106,416
11.10.2021 18:15:00;11.10.2021;18:15:00;79,760
11.10.2021 18:30:00;11.10.2021;18:30:00;81,343
11.10.2021 18:45:00;11.10.2021;18:45:00;94,813
11.10.2021 19:00:00;11.10.2021;19:00:00;105,425
11.10.2021 19:15:00;11.10.2021;19:15:00;106,602
11.10.2021 19:30:00;11.10.2021;19:30:00;99,235
11.10.2021 19:45:00;11.10.2021;19:45:00;98,371
11.10.2021 20:00:00;11.10.2021;20:00:00;92,473
11.10.2021 20:15:00;11.10.2021;20:15:00;129,392
11.10.2021 20:30:00;11.10.2021;20:30:00;99,378
11.10.2021 20:45:00;11.10.2021;20:45:00;82,896
11.10.2021 21:00:00;11.10.2021;21:00:00;63,651
11.10.2021 21:15:00;11.10.2021;21:15:00;106,555
11.10.2021 21:30:00;11.10.2021;21:30:00;84,239
11.10.2021 21:45:00;11.10.2021;21:45:00;70,820
11.10.2021 22:00:00;11.10.2021;22:00:00;52,097
11.10.2021 22:15:00;11.10.2021;22:15:00;98,020
11.10.2021 22:30:00;11.10.2021;22:30:00;78,533
11.10.2021 22:45:00;11.10.2021;22:45:00;64,836
11.10.2021 23:00:00;11.10.2021;23:00:00;44,663
11.10.2021 23:15:00;11.10.2021;23:15:00;83,514
11.10.2021 23:30:00;11.10.2021;23:30:00;68,511
11.10.2021 23:45:00;11.10.2021;23:45:00;56,444
12.10.2021 00:00:00;12.10.2021;00:00:00;35,199
12.10.2021 00:15:00;12.10.2021;00:15:00;74,051
12.10.2021 00:30:00;12.10.2021;00:30:00;63,758
12.10.2021 00:45:00;12.10.2021;00:45:00;52,618
12.10.2021 01:00:00;12.10.2021;01:00:00;43,390
12.10.2021 01:15:00;12.10.2021;01:15:00;64,838
12.10.2021 01:30:00;12.10.2021;01:30:00;56,833
12.10.2021 01:45:00;12.10.2021;01:45:00;50,911
12.10.2021 02:00:00;12.10.2021;02:00:00;46,752
12.10.2021 02:15:00;12.10.2021;02:15:00;52,678
12.10.2021 02:30:00;12.10.2021;02:30:00;48,822
12.10.2021 02:45:00;12.10.2021;02:45:00;50,908
12.10.2021 03:00:00;12.10.2021;03:00:00;52,260
12.10.2021 03:15:00;12.10.2021;03:15:00;45,167
12.10.2021 03:30:00;12.10.2021;03:30:00;46,017
12.10.2021 03:45:00;12.10.2021;03:45:00;48,481
12.10.2021 04:00:00;12.10.2021;04:00:00;53,289
12.10.2021 04:15:00;12.10.2021;04:15:00;38,250
12.10.2021 04:30:00;12.10.2021;04:30:00;45,657
12.10.2021 04:45:00;12.10.2021;04:45:00;54,102
12.10.2021 05:00:00;12.10.2021;05:00:00;59,714
12.10.2021 05:15:00;12.10.2021;05:15:00;43,110
12.10.2021 05:30:00;12.10.2021;05:30:00;49,561
12.10.2021 05:45:00;12.10.2021;05:45:00;59,214
12.10.2021 06:00:00;12.10.2021;06:00:00;70,916
12.10.2021 06:15:00;12.10.2021;06:15:00;43,372
12.10.2021 06:30:00;12.10.2021;06:30:00;66,686
12.10.2021 06:45:00;12.10.2021;06:45:00;84,147
12.10.2021 07:00:00;12.10.2021;07:00:00;105,080
12.10.2021 07:15:00;12.10.2021;07:15:00;72,637
12.10.2021 07:30:00;12.10.2021;07:30:00;88,919
12.10.2021 07:45:00;12.10.2021;07:45:00;95,347
12.10.2021 08:00:00;12.10.2021;08:00:00;97,878
12.10.2021 08:15:00;12.10.2021;08:15:00;93,161
12.10.2021 08:30:00;12.10.2021;08:30:00;87,720
12.10.2021 08:45:00;12.10.2021;08:45:00;83,438
12.10.2021 09:00:00;12.10.2021;09:00:00;71,834
12.10.2021 09:15:00;12.10.2021;09:15:00;92,163
12.10.2021 09:30:00;12.10.2021;09:30:00;80,416
12.10.2021 09:45:00;12.10.2021;09:45:00;73,422
12.10.2021 10:00:00;12.10.2021;10:00:00;65,639
12.10.2021 10:15:00;12.10.2021;10:15:00;85,161
12.10.2021 10:30:00;12.10.2021;10:30:00;73,614
12.10.2021 10:45:00;12.10.2021;10:45:00;67,040
12.10.2021 11:00:00;12.10.2021;11:00:00;61,453
12.10.2021 11:15:00;12.10.2021;11:15:00;73,005
12.10.2021 11:30:00;12.10.2021;11:30:00;71,656
12.10.2021 11:45:00;12.10.2021;11:45:00;69,280
12.10.2021 12:00:00;12.10.2021;12:00:00;63,740
12.10.2021 12:15:00;12.10.2021;12:15:00;73,363
12.10.2021 12:30:00;12.10.2021;12:30:00;65,520
12.10.2021 12:45:00;12.10.2021;12:45:00;62,966
12.10.2021 13:00:00;12.10.2021;13:00:00;60,898
12.10.2021 13:15:00;12.10.2021;13:15:00;70,775
12.10.2021 13:30:00;12.10.2021;13:30:00;67,785
12.10.2021 13:45:00;12.10.2021;13:45:00;62,389
12.10.2021 14:00:00;12.10.2021;14:00:00;55,551
12.10.2021 14:15:00;12.10.2021;14:15:00;55,818
12.10.2021 14:30:00;12.10.2021;14:30:00;62,679
12.10.2021 14:45:00;12.10.2021;14:45:00;66,837
12.10.2021 15:00:00;12.10.2021;15:00:00;72,242
12.10.2021 15:15:00;12.10.2021;15:15:00;58,814
12.10.2021 15:30:00;12.10.2021;15:30:00;65,799
12.10.2021 15:45:00;12.10.2021;15:45:00;69,962
12.10.2021 16:00:00;12.10.2021;16:00:00;74,502
12.10.2021 16:15:00;12.10.2021;16:15:00;56,165
12.10.2021 16:30:00;12.10.2021;16:30:00;65,497
12.10.2021 16:45:00;12.10.2021;16:45:00;74,331
12.10.2021 17:00:00;12.10.2021;17:00:00;90,308
12.10.2021 17:15:00;12.10.2021;17:15:00;60,962
12.10.2021 17:30:00;12.10.2021;17:30:00;77,633
12.10.2021 17:45:00;12.10.2021;17:45:00;88,402
12.10.2021 18:00:00;12.10.2021;18:00:00;103,277
12.10.2021 18:15:00;12.10.2021;18:15:00;77,428
12.10.2021 18:30:00;12.10.2021;18:30:00;79,555
12.10.2021 18:45:00;12.10.2021;18:45:00;86,090
12.10.2021 19:00:00;12.10.2021;19:00:00;100,570
12.10.2021 19:15:00;12.10.2021;19:15:00;99,383
12.10.2021 19:30:00;12.10.2021;19:30:00;90,449
12.10.2021 19:45:00;12.10.2021;19:45:00;87,793
12.10.2021 20:00:00;12.10.2021;20:00:00;83,613
12.10.2021 20:15:00;12.10.2021;20:15:00;122,076
12.10.2021 20:30:00;12.10.2021;20:30:00;94,469
12.10.2021 20:45:00;12.10.2021;20:45:00;81,639
12.10.2021 21:00:00;12.10.2021;21:00:00;64,895
12.10.2021 21:15:00;12.10.2021;21:15:00;101,233
12.10.2021 21:30:00;12.10.2021;21:30:00;82,310
12.10.2021 21:45:00;12.10.2021;21:45:00;68,686
12.10.2021 22:00:00;12.10.2021;22:00:00;53,245
12.10.2021 22:15:00;12.10.2021;22:15:00;94,917
12.10.2021 22:30:00;12.10.2021;22:30:00;75,546
12.10.2021 22:45:00;12.10.2021;22:45:00;62,921
12.10.2021 23:00:00;12.10.2021;23:00:00;46,343
12.10.2021 23:15:00;12.10.2021;23:15:00;82,370
12.10.2021 23:30:00;12.10.2021;23:30:00;68,522
12.10.2021 23:45:00;12.10.2021;23:45:00;53,763
13.10.2021 00:00:00;13.10.2021;00:00:00;33,452
13.10.2021 00:15:00;13.10.2021;00:15:00;74,051
13.10.2021 00:30:00;13.10.2021;00:30:00;63,758
13.10.2021 00:45:00;13.10.2021;00:45:00;52,618
13.10.2021 01:00:00;13.10.2021;01:00:00;43,390
13.10.2021 01:15:00;13.10.2021;01:15:00;64,838
13.10.2021 01:30:00;13.10.2021;01:30:00;56,833
13.10.2021 01:45:00;13.10.2021;01:45:00;50,911
13.10.2021 02:00:00;13.10.2021;02:00:00;46,752
13.10.2021 02:15:00;13.10.2021;02:15:00;52,678
13.10.2021 02:30:00;13.10.2021;02:30:00;48,822
13.10.2021 02:45:00;13.10.2021;02:45:00;50,908
13.10.2021 03:00:00;13.10.2021;03:00:00;52,260
13.10.2021 03:15:00;13.10.2021;03:15:00;45,167
13.10.2021 03:30:00;13.10.2021;03:30:00;46,017
13.10.2021 03:45:00;13.10.2021;03:45:00;48,481
13.10.2021 04:00:00;13.10.2021;04:00:00;53,289
13.10.2021 04:15:00;13.10.2021;04:15:00;38,250
13.10.2021 04:30:00;13.10.2021;04:30:00;45,657
13.10.2021 04:45:00;13.10.2021;04:45:00;54,102
13.10.2021 05:00:00;13.10.2021;05:00:00;59,714
13.10.2021 05:15:00;13.10.2021;05:15:00;43,110
13.10.2021 05:30:00;13.10.2021;05:30:00;49,561
13.10.2021 05:45:00;13.10.2021;05:45:00;59,214
13.10.2021 06:00:00;13.10.2021;06:00:00;70,916
13.10.2021 06:15:00;13.10.2021;06:15:00;43,372
13.10.2021 06:30:00;13.10.2021;06:30:00;66,686
13.10.2021 06:45:00;13.10.2021;06:45:00;84,147
13.10.2021 07:00:00;13.10.2021;07:00:00;105,080
13.10.2021 07:15:00;13.10.2021;07:15:00;72,637
13.10.2021 07:30:00;13.10.2021;07:30:00;88,919
13.10.2021 07:45:00;13.10.2021;07:45:00;95,347
13.10.2021 08:00:00;13.10.2021;08:00:00;97,878
13.10.2021 08:15:00;13.10.2021;08:15:00;93,161
13.10.2021 08:30:00;13.10.2021;08:30:00;87,720
13.10.2021 08:45:00;13.10.2021;08:45:00;83,438
13.10.2021 09:00:00;13.10.2021;09:00:00;71,834
13.10.2021 09:15:00;13.10.2021;09:15:00;92,163
13.10.2021 09:30:00;13.10.2021;09:30:00;80,416
13.10.2021 09:45:00;13.10.2021;09:45:00;73,422
13.10.2021 10:00:00;13.10.2021;10:00:00;65,639
13.10.2021 10:15:00;13.10.2021;10:15:00;85,161
13.10.2021 10:30:00;13.10.2021;10:30:00;73,614
13.10.2021 10:45:00;13.10.2021;10:45:00;67,040
13.10.2021 11:00:00;13.10.2021;11:00:00;61,453
13.10.2021 11:15:00;13.10.2021;11:15:00;73,005
13.10.2021 11:30:00;13.10.2021;11:30:00;71,656
13.10.2021 11:45:00;13.10.2021;11:45:00;69,280
13.10.2021 12:00:00;13.10.2021;12:00:00;63,740
13.10.2021 12:15:00;13.10.2021;12:15:00;73,363
13.10.2021 12:30:00;13.10.2021;12:30:00;65,520
13.10.2021 12:45:00;13.10.2021;12:45:00;62,966
13.10.2021 13:00:00;13.10.2021;13:00:00;60,898
13.10.2021 13:15:00;13.10.2021;13:15:00;70,775
13.10.2021 13:30:00;13.10.2021;13:30:00;67,785
13.10.2021 13:45:00;13.10.2021;13:45:00;62,389
13.10.2021 14:00:00;13.10.2021;14:00:00;55,551
13.10.2021 14:15:00;13.10.2021;14:15:00;55,818
13.10.2021 14:30:00;13.10.2021;14:30:00;62,679
13.10.2021 14:45:00;13.10.2021;14:45:00;66,837
13.10.2021 15:00:00;13.10.2021;15:00:00;72,242
13.10.2021 15:15:00;13.10.2021;15:15:00;58,814
13.10.2021 15:30:00;13.10.2021;15:30:00;65,799
13.10.2021 15:45:00;13.10.2021;15:45:00;69,962
13.10.2021 16:00:00;13.10.2021;16:00:00;74,502
13.10.2021 16:15:00;13.10.2021;16:15:00;56,165
13.10.2021 16:30:00;13.10.2021;16:30:00;65,497
13.10.2021 16:45:00;13.10.2021;16:45:00;74,331
13.10.2021 17:00:00;13.10.2021;17:00:00;90,308
13.10.2021 17:15:00;13.10.2021;17:15:00;60,962
13.10.2021 17:30:00;13.10.2021;17:30:00;77,633
13.10.2021 17:45:00;13.10.2021;17:45:00;88,402
13.10.2021 18:00:00;13.10.2021;18:00:00;103,277
13.10.2021 18:15:00;13.10.2021;18:15:00;77,428
13.10.2021 18:30:00;13.10.2021;18:30:00;79,555
13.10.2021 18:45:00;13.10.2021;18:45:00;86,090
13.10.2021 19:00:00;13.10.2021;19:00:00;100,570
13.10.2021 19:15:00;13.10.2021;19:15:00;99,383
13.10.2021 19:30:00;13.10.2021;19:30:00;90,449
13.10.2021 19:45:00;13.10.2021;19:45:00;87,793
13.10.2021 20:00:00;13.10.2021;20:00:00;83,613
13.10.2021 20:15:00;13.10.2021;20:15:00;122,076
13.10.2021 20:30:00;13.10.2021;20:30:00;94,469
13.10.2021 20:45:00;13.10.2021;20:45:00;81,639
13.10.2021 21:00:00;13.10.2021;21:00:00;64,895
13.10.2021 21:15:00;13.10.2021;21:15:00;101,233
13.10.2021 21:30:00;13.10.2021;21:30:00;82,310
13.10.2021 21:45:00;13.10.2021;21:45:00;68,686
13.10.2021 22:00:00;13.10.2021;22:00:00;53,245
13.10.2021 22:15:00;13.10.2021;22:15:00;94,917
13.10.2021 22:30:00;13.10.2021;22:30:00;75,546
13.10.2021 22:45:00;13.10.2021;22:45:00;62,921
13.10.2021 23:00:00;13.10.2021;23:00:00;46,343
13.10.2021 23:15:00;13.10.2021;23:15:00;82,370
13.10.2021 23:30:00;13.10.2021;23:30:00;68,522
13.10.2021 23:45:00;13.10.2021;23:45:00;53,763
14.10.2021 00:00:00;14.10.2021;00:00:00;33,452
14.10.2021 00:15:00;14.10.2021;00:15:00;74,051
14.10.2021 00:30:00;14.10.2021;00:30:00;63,758
14.10.2021 00:45:00;14.10.2021;00:45:00;52,618
14.10.2021 01:00:00;14.10.2021;01:00:00;43,390
14.10.2021 01:15:00;14.10.2021;01:15:00;64,838
14.10.2021 01:30:00;14.10.2021;01:30:00;56,833
14.10.2021 01:45:00;14.10.2021;01:45:00;50,911
14.10.2021 02:00:00;14.10.2021;02:00:00;46,752
14.10.2021 02:15:00;14.10.2021;02:15:00;52,678
14.10.2021 02:30:00;14.10.2021;02:30:00;48,822
14.10.2021 02:45:00;14.10.2021;02:45:00;50,908
14.10.2021 03:00:00;14.10.2021;03:00:00;52,260
14.10.2021 03:15:00;14.10.2021;03:15:00;45,167
14.10.2021 03:30:00;14.10.2021;03:30:00;46,017
14.10.2021 03:45:00;14.10.2021;03:45:00;48,481
14.10.2021 04:00:00;14.10.2021;04:00:00;53,289
14.10.2021 04:15:00;14.10.2021;04:15:00;38,250
14.10.2021 04:30:00;14.10.2021;04:30:00;45,657
14.10.2021 04:45:00;14.10.2021;04:45:00;54,102
14.10.2021 05:00:00;14.10.2021;05:00:00;59,714
14.10.2021 05:15:00;14.10.2021;05:15:00;43,110
14.10.2021 05:30:00;14.10.2021;05:30:00;49,561
14.10.2021 05:45:00;14.10.2021;05:45:00;59,214
14.10.2021 06:00:00;14.10.2021;06:00:00;70,916
14.10.2021 06:15:00;14.10.2021;06:15:00;43,372
14.10.2021 06:30:00;14.10.2021;06:30:00;66,686
14.10.2021 06:45:00;14.10.2021;06:45:00;84,147
14.10.2021 07:00:00;14.10.2021;07:00:00;105,080
14.10.2021 07:15:00;14.10.2021;07:15:00;72,637
14.10.2021 07:30:00;14.10.2021;07:30:00;88,919
14.10.2021 07:45:00;14.10.2021;07:45:00;95,347
14.10.2021 08:00:00;14.10.2021;08:00:00;97,878
14.10.2021 08:15:00;14.10.2021;08:15:00;93,161
14.10.2021 08:30:00;14.10.2021;08:30:00;87,720
14.10.2021 08:45:00;14.10.2021;08:45:00;83,438
14.10.2021 09:00:00;14.10.2021;09:00:00;71,834
14.10.2021 09:15:00;14.10.2021;09:15:00;92,163
14.10.2021 09:30:00;14.10.2021;09:30:00;80,416
14.10.2021 09:45:00;14.10.2021;09:45:00;73,422
14.10.2021 10:00:00;14.10.2021;10:00:00;65,639
14.10.2021 10:15:00;14.10.2021;10:15:00;85,161
14.10.2021 10:30:00;14.10.2021;10:30:00;73,614
14.10.2021 10:45:00;14.10.2021;10:45:00;67,040
14.10.2021 11:00:00;14.10.2021;11:00:00;61,453
14.10.2021 11:15:00;14.10.2021;11:15:00;73,005
14.10.2021 11:30:00;14.10.2021;11:30:00;71,656
14.10.2021 11:45:00;14.10.2021;11:45:00;69,280
14.10.2021 12:00:00;14.10.2021;12:00:00;63,740
14.10.2021 12:15:00;14.10.2021;12:15:00;73,363
14.10.2021 12:30:00;14.10.2021;12:30:00;65,520
14.10.2021 12:45:00;14.10.2021;12:45:00;62,966
14.10.2021 13:00:00;14.10.2021;13:00:00;60,898
14.10.2021 13:15:00;14.10.2021;13:15:00;70,775
14.10.2021 13:30:00;14.10.2021;13:30:00;67,785
14.10.2021 13:45:00;14.10.2021;13:45:00;62,389
14.10.2021 14:00:00;14.10.2021;14:00:00;55,551
14.10.2021 14:15:00;14.10.2021;14:15:00;55,818
14.10.2021 14:30:00;14.10.2021;14:30:00;62,679
14.10.2021 14:45:00;14.10.2021;14:45:00;66,837
14.10.2021 15:00:00;14.10.2021;15:00:00;72,242
14.10.2021 15:15:00;14.10.2021;15:15:00;58,814
14.10.2021 15:30:00;14.10.2021;15:30:00;65,799
14.10.2021 15:45:00;14.10.2021;15:45:00;69,962
14.10.2021 16:00:00;14.10.2021;16:00:00;74,502
14.10.2021 16:15:00;14.10.2021;16:15:00;56,165
14.10.2021 16:30:00;14.10.2021;16:30:00;65,497
14.10.2021 16:45:00;14.10.2021;16:45:00;74,331
14.10.2021 17:00:00;14.10.2021;17:00:00;90,308
14.10.2021 17:15:00;14.10.2021;17:15:00;60,962
14.10.2021 17:30:00;14.10.2021;17:30:00;77,633
14.10.2021 17:45:00;14.10.2021;17:45:00;88,402
14.10.2021 18:00:00;14.10.2021;18:00:00;103,277
14.10.2021 18:15:00;14.10.2021;18:15:00;77,428
14.10.2021 18:30:00;14.10.2021;18:30:00;79,555
14.10.2021 18:45:00;14.10.2021;18:45:00;86,090
14.10.2021 19:00:00;14.10.2021;19:00:00;100,570
14.10.2021 19:15:00;14.10.2021;19:15:00;99,383
14.10.2021 19:30:00;14.10.2021;19:30:00;90,449
14.10.2021 19:45:00;14.10.2021;19:45:00;87,793
14.10.2021 20:00:00;14.10.2021;20:00:00;83,613
14.10.2021 20:15:00;14.10.2021;20:15:00;122,076
14.10.2021 20:30:00;14.10.2021;20:30:00;94,469
14.10.2021 20:45:00;14.10.2021;20:45:00;81,639
14.10.2021 21:00:00;14.10.2021;21:00:00;64,895
14.10.2021 21:15:00;14.10.2021;21:15:00;101,233
14.10.2021 21:30:00;14.10.2021;21:30:00;82,310
14.10.2021 21:45:00;14.10.2021;21:45:00;68,686
14.10.2021 22:00:00;14.10.2021;22:00:00;53,245
14.10.2021 22:15:00;14.10.2021;22:15:00;94,917
14.10.2021 22:30:00;14.10.2021;22:30:00;75,546
14.10.2021 22:45:00;14.10.2021;22:45:00;62,921
14.10.2021 23:00:00;14.10.2021;23:00:00;46,343
14.10.2021 23:15:00;14.10.2021;23:15:00;82,370
14.10.2021 23:30:00;14.10.2021;23:30:00;68,522
14.10.2021 23:45:00;14.10.2021;23:45:00;53,763
15.10.2021 00:00:00;15.10.2021;00:00:00;33,452
15.10.2021 00:15:00;15.10.2021;00:15:00;75,741
15.10.2021 00:30:00;15.10.2021;00:30:00;64,129
15.10.2021 00:45:00;15.10.2021;00:45:00;57,142
15.10.2021 01:00:00;15.10.2021;01:00:00;45,296
15.10.2021 01:15:00;15.10.2021;01:15:00;64,294
15.10.2021 01:30:00;15.10.2021;01:30:00;57,724
15.10.2021 01:45:00;15.10.2021;01:45:00;53,150
15.10.2021 02:00:00;15.10.2021;02:00:00;46,424
15.10.2021 02:15:00;15.10.2021;02:15:00;54,131
15.10.2021 02:30:00;15.10.2021;02:30:00;51,284
15.10.2021 02:45:00;15.10.2021;02:45:00;53,202
15.10.2021 03:00:00;15.10.2021;03:00:00;53,697
15.10.2021 03:15:00;15.10.2021;03:15:00;48,637
15.10.2021 03:30:00;15.10.2021;03:30:00;48,186
15.10.2021 03:45:00;15.10.2021;03:45:00;50,815
15.10.2021 04:00:00;15.10.2021;04:00:00;54,287
15.10.2021 04:15:00;15.10.2021;04:15:00;39,750
15.10.2021 04:30:00;15.10.2021;04:30:00;48,472
15.10.2021 04:45:00;15.10.2021;04:45:00;54,244
15.10.2021 05:00:00;15.10.2021;05:00:00;61,768
15.10.2021 05:15:00;15.10.2021;05:15:00;44,037
15.10.2021 05:30:00;15.10.2021;05:30:00;51,579
15.10.2021 05:45:00;15.10.2021;05:45:00;58,158
15.10.2021 06:00:00;15.10.2021;06:00:00;70,899
15.10.2021 06:15:00;15.10.2021;06:15:00;44,636
15.10.2021 06:30:00;15.10.2021;06:30:00;68,998
15.10.2021 06:45:00;15.10.2021;06:45:00;84,394
15.10.2021 07:00:00;15.10.2021;07:00:00;99,209
15.10.2021 07:15:00;15.10.2021;07:15:00;69,579
15.10.2021 07:30:00;15.10.2021;07:30:00;84,420
15.10.2021 07:45:00;15.10.2021;07:45:00;92,839
15.10.2021 08:00:00;15.10.2021;08:00:00;96,397
15.10.2021 08:15:00;15.10.2021;08:15:00;92,015
15.10.2021 08:30:00;15.10.2021;08:30:00;85,271
15.10.2021 08:45:00;15.10.2021;08:45:00;82,946
15.10.2021 09:00:00;15.10.2021;09:00:00;72,326
15.10.2021 09:15:00;15.10.2021;09:15:00;91,281
15.10.2021 09:30:00;15.10.2021;09:30:00;79,972
15.10.2021 09:45:00;15.10.2021;09:45:00;73,847
15.10.2021 10:00:00;15.10.2021;10:00:00;65,330
15.10.2021 10:15:00;15.10.2021;10:15:00;85,546
15.10.2021 10:30:00;15.10.2021;10:30:00;75,705
15.10.2021 10:45:00;15.10.2021;10:45:00;67,333
15.10.2021 11:00:00;15.10.2021;11:00:00;59,419
15.10.2021 11:15:00;15.10.2021;11:15:00;77,502
15.10.2021 11:30:00;15.10.2021;11:30:00;73,381
15.10.2021 11:45:00;15.10.2021;11:45:00;67,318
15.10.2021 12:00:00;15.10.2021;12:00:00;60,405
15.10.2021 12:15:00;15.10.2021;12:15:00;73,618
15.10.2021 12:30:00;15.10.2021;12:30:00;65,788
15.10.2021 12:45:00;15.10.2021;12:45:00;62,210
15.10.2021 13:00:00;15.10.2021;13:00:00;57,117
15.10.2021 13:15:00;15.10.2021;13:15:00;68,396
15.10.2021 13:30:00;15.10.2021;13:30:00;64,703
15.10.2021 13:45:00;15.10.2021;13:45:00;58,716
15.10.2021 14:00:00;15.10.2021;14:00:00;51,490
15.10.2021 14:15:00;15.10.2021;14:15:00;51,803
15.10.2021 14:30:00;15.10.2021;14:30:00;59,427
15.10.2021 14:45:00;15.10.2021;14:45:00;64,190
15.10.2021 15:00:00;15.10.2021;15:00:00;69,137
15.10.2021 15:15:00;15.10.2021;15:15:00;52,514
15.10.2021 15:30:00;15.10.2021;15:30:00;60,635
15.10.2021 15:45:00;15.10.2021;15:45:00;67,188
15.10.2021 16:00:00;15.10.2021;16:00:00;73,182
15.10.2021 16:15:00;15.10.2021;16:15:00;51,023
15.10.2021 16:30:00;15.10.2021;16:30:00;60,069
15.10.2021 16:45:00;15.10.2021;16:45:00;71,286
15.10.2021 17:00:00;15.10.2021;17:00:00;87,894
15.10.2021 17:15:00;15.10.2021;17:15:00;58,111
15.10.2021 17:30:00;15.10.2021;17:30:00;73,901
15.10.2021 17:45:00;15.10.2021;17:45:00;83,405
15.10.2021 18:00:00;15.10.2021;18:00:00;95,333
15.10.2021 18:15:00;15.10.2021;18:15:00;72,364
15.10.2021 18:30:00;15.10.2021;18:30:00;76,225
15.10.2021 18:45:00;15.10.2021;18:45:00;79,200
15.10.2021 19:00:00;15.10.2021;19:00:00;88,092
15.10.2021 19:15:00;15.10.2021;19:15:00;88,092
15.10.2021 19:30:00;15.10.2021;19:30:00;80,377
15.10.2021 19:45:00;15.10.2021;19:45:00;77,158
15.10.2021 20:00:00;15.10.2021;20:00:00;71,760
15.10.2021 20:15:00;15.10.2021;20:15:00;111,082
15.10.2021 20:30:00;15.10.2021;20:30:00;87,432
15.10.2021 20:45:00;15.10.2021;20:45:00;76,731
15.10.2021 21:00:00;15.10.2021;21:00:00;60,536
15.10.2021 21:15:00;15.10.2021;21:15:00;96,814
15.10.2021 21:30:00;15.10.2021;21:30:00;81,365
15.10.2021 21:45:00;15.10.2021;21:45:00;68,963
15.10.2021 22:00:00;15.10.2021;22:00:00;56,144
15.10.2021 22:15:00;15.10.2021;22:15:00;91,988
15.10.2021 22:30:00;15.10.2021;22:30:00;75,490
15.10.2021 22:45:00;15.10.2021;22:45:00;65,110
15.10.2021 23:00:00;15.10.2021;23:00:00;53,619
15.10.2021 23:15:00;15.10.2021;23:15:00;83,726
15.10.2021 23:30:00;15.10.2021;23:30:00;71,246
15.10.2021 23:45:00;15.10.2021;23:45:00;60,536
16.10.2021 00:00:00;16.10.2021;00:00:00;46,554
16.10.2021 00:15:00;16.10.2021;00:15:00;82,897
16.10.2021 00:30:00;16.10.2021;00:30:00;68,473
16.10.2021 00:45:00;16.10.2021;00:45:00;57,703
16.10.2021 01:00:00;16.10.2021;01:00:00;51,148
16.10.2021 01:15:00;16.10.2021;01:15:00;68,291
16.10.2021 01:30:00;16.10.2021;01:30:00;60,381
16.10.2021 01:45:00;16.10.2021;01:45:00;56,727
16.10.2021 02:00:00;16.10.2021;02:00:00;54,297
16.10.2021 02:15:00;16.10.2021;02:15:00;61,174
16.10.2021 02:30:00;16.10.2021;02:30:00;57,463
16.10.2021 02:45:00;16.10.2021;02:45:00;55,430
16.10.2021 03:00:00;16.10.2021;03:00:00;55,058
16.10.2021 03:15:00;16.10.2021;03:15:00;56,025
16.10.2021 03:30:00;16.10.2021;03:30:00;54,198
16.10.2021 03:45:00;16.10.2021;03:45:00;54,496
16.10.2021 04:00:00;16.10.2021;04:00:00;53,140
16.10.2021 04:15:00;16.10.2021;04:15:00;52,454
16.10.2021 04:30:00;16.10.2021;04:30:00;53,322
16.10.2021 04:45:00;16.10.2021;04:45:00;53,215
16.10.2021 05:00:00;16.10.2021;05:00:00;53,421
16.10.2021 05:15:00;16.10.2021;05:15:00;54,611
16.10.2021 05:30:00;16.10.2021;05:30:00;50,611
16.10.2021 05:45:00;16.10.2021;05:45:00;52,371
16.10.2021 06:00:00;16.10.2021;06:00:00;56,265
16.10.2021 06:15:00;16.10.2021;06:15:00;47,081
16.10.2021 06:30:00;16.10.2021;06:30:00;52,909
16.10.2021 06:45:00;16.10.2021;06:45:00;59,100
16.10.2021 07:00:00;16.10.2021;07:00:00;62,728
16.10.2021 07:15:00;16.10.2021;07:15:00;48,991
16.10.2021 07:30:00;16.10.2021;07:30:00;56,479
16.10.2021 07:45:00;16.10.2021;07:45:00;65,787
16.10.2021 08:00:00;16.10.2021;08:00:00;72,292
16.10.2021 08:15:00;16.10.2021;08:15:00;62,034
16.10.2021 08:30:00;16.10.2021;08:30:00;65,522
16.10.2021 08:45:00;16.10.2021;08:45:00;67,027
16.10.2021 09:00:00;16.10.2021;09:00:00;64,605
16.10.2021 09:15:00;16.10.2021;09:15:00;74,523
16.10.2021 09:30:00;16.10.2021;09:30:00;68,696
