Koordinatensystem : Lambert konform konisch
Rechtswert        : 3796500 Meter
Hochwert          : 2740500 Meter
Hoehenlage        : 147 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3796500 2740500  1  1  1  -1.6 1005  76  3.0 5  3.3  96    0    0 213 -290  1
3796500 2740500  1  1  2  -1.8 1005  91  2.7 4  3.2  95    0    0 208 -289  1
3796500 2740500  1  1  3  -2.1 1004 105  2.4 3  3.1  95    0    0 206 -290  1
3796500 2740500  1  1  4  -2.3 1004 108  2.4 4  3.1  95    0    0 213 -290  1
3796500 2740500  1  1  5  -2.4 1003 110  2.4 5  3.0  95    0    0 223 -292  1
3796500 2740500  1  1  6  -2.6 1002 110  2.7 6  3.0  95    0    0 234 -294  1
3796500 2740500  1  1  7  -2.4 1001 110  2.2 5  3.0  93    0    0 236 -295  1
3796500 2740500  1  1  8  -1.0 1000 150  3.1 7  3.0  88    0    0 244 -295  1
3796500 2740500  1  1  9  -0.2  999 150  4.3 7  2.9  80    0    0 257 -296  1
3796500 2740500  1  1 10  -0.4  999 160  3.4 7  2.8  76    0   23 259 -297  1
3796500 2740500  1  1 11   0.2  999 150  4.9 7  2.9  75    4   51 259 -300  1
3796500 2740500  1  1 12   0.2  998 160  4.5 7  2.9  75    0   71 260 -304  1
3796500 2740500  1  1 13   0.1  997 170  3.2 8  2.9  75    0   57 266 -307  1
3796500 2740500  1  1 14   0.3  996 160  3.5 8  2.9  75    0   42 274 -310  1
3796500 2740500  1  1 15   0.3  995 160  3.2 8  2.9  74    0   35 277 -311  1
3796500 2740500  1  1 16   0.5  994 140  3.2 8  2.9  74    0   17 281 -311  1
3796500 2740500  1  1 17   0.2  994 120  2.8 8  2.9  74    0    0 282 -310  1
3796500 2740500  1  1 18   0.5  994 110  2.9 7  2.9  73    0    0 276 -308  1
3796500 2740500  1  1 19   0.3  993 100  2.9 7  2.9  74    0    0 271 -307  1
3796500 2740500  1  1 20   0.1  993 110  3.2 8  2.9  74    0    0 279 -307  1
3796500 2740500  1  1 21   0.1  993 110  3.1 8  2.9  74    0    0 287 -307  1
3796500 2740500  1  1 22   0.3  993 100  3.2 7  2.9  74    0    0 281 -308  1
3796500 2740500  1  1 23   0.0  993 100  3.2 8  2.9  73    0    0 282 -308  1
3796500 2740500  1  1 24   0.4  993 100  3.5 8  2.8  72    0    0 290 -308  1
3796500 2740500  1  2  1  -0.1  993  80  3.0 8  2.8  72    0    0 292 -307  1
3796500 2740500  1  2  2  -0.9  994  70  2.3 8  2.9  77    0    0 291 -307  1
3796500 2740500  1  2  3  -0.9  994  70  2.9 8  2.9  80    0    0 291 -307  1
3796500 2740500  1  2  4  -1.6  994  70  3.2 6  2.8  80    0    0 275 -307  1
3796500 2740500  1  2  5  -1.4  995  70  3.4 6  2.7  79    0    0 258 -307  1
3796500 2740500  1  2  6  -1.6  995  70  4.3 7  2.7  79    0    0 266 -307  1
3796500 2740500  1  2  7  -1.9  995  70  3.6 7  2.7  78    0    0 273 -307  1
3796500 2740500  1  2  8  -2.7  996  70  4.2 5  2.5  78    0    0 248 -307  1
3796500 2740500  1  2  9  -2.9  997  80  3.4 4  2.5  79    0    0 211 -307  1
3796500 2740500  1  2 10  -3.2  998  70  3.8 4  2.4  78   15   37 192 -307  1
3796500 2740500  1  2 11  -2.6  999  50  4.2 2  2.4  76   58   72 162 -308  1
3796500 2740500  1  2 12  -2.7 1000  60  3.8 2  2.4  75   93   90 159 -309  1
3796500 2740500  1  2 13  -2.2 1001  60  4.4 3  2.4  74  129   86 157 -311  1
3796500 2740500  1  2 14  -2.5 1001  60  4.2 4  2.3  72   89   88 184 -312  1
3796500 2740500  1  2 15  -2.5 1001  60  4.2 5  2.3  73   74   63 212 -313  1
3796500 2740500  1  2 16  -2.8 1002  70  3.9 5  2.3  73   41   32 229 -314  1
3796500 2740500  1  2 17  -2.9 1003  60  3.4 4  2.3  73    0    6 227 -314  1
3796500 2740500  1  2 18  -2.9 1003  60  3.6 4  2.3  74    0    0 228 -314  1
3796500 2740500  1  2 19  -3.1 1004  40  3.2 2  2.3  76    0    0 221 -313  1
3796500 2740500  1  2 20  -3.4 1005  50  2.9 2  2.4  80    0    0 213 -312  1
3796500 2740500  1  2 21  -3.4 1005  60  2.6 2  2.5  83    0    0 215 -312  1
3796500 2740500  1  2 22  -4.0 1006  60  1.9 0  2.5  85    0    0 204 -311  1
3796500 2740500  1  2 23  -4.1 1006  90  1.9 0  2.4  87    0    0 190 -310  1
3796500 2740500  1  2 24  -4.1 1006  20  2.2 1  2.5  89    0    0 194 -309  1
3796500 2740500  1  3  1  -3.7 1007  50  1.1 5  2.6  90    0    0 224 -307  1
3796500 2740500  1  3  2  -4.1 1007  60  1.0 5  2.6  91    0    0 245 -305  1
3796500 2740500  1  3  3  -3.6 1007  40  0.9 3  2.6  91    0    0 233 -304  1
3796500 2740500  1  3  4  -3.6 1007  50  1.5 5  2.7  92    0    0 233 -303  1
3796500 2740500  1  3  5  -4.0 1007  46  1.8 4  2.7  93    0    0 238 -304  1
3796500 2740500  1  3  6  -3.9 1007  90  2.1 7  2.6  92    0    0 246 -306  1
3796500 2740500  1  3  7  -3.2 1007  80  1.8 7  2.7  92    0    0 263 -307  1
3796500 2740500  1  3  8  -2.9 1007  80  1.9 7  2.8  91    0    0 263 -306  1
3796500 2740500  1  3  9  -2.8 1007  80  2.1 7  2.8  89    0    0 261 -304  1
3796500 2740500  1  3 10  -2.7 1007  90  1.9 7  2.7  88    0   10 258 -302  1
3796500 2740500  1  3 11  -2.7 1007 110  1.9 7  2.7  87    0   41 256 -302  1
3796500 2740500  1  3 12  -1.3 1007 110  2.2 7  2.6  78    0   67 257 -305  1
3796500 2740500  1  3 13  -1.3 1007 140  1.5 8  2.2  64    1   83 262 -308  1
3796500 2740500  1  3 14  -1.7 1006 220  1.3 7  2.0  59   11   82 262 -311  1
3796500 2740500  1  3 15  -1.9 1005 100  1.2 7  2.0  60    5   59 256 -312  1
3796500 2740500  1  3 16  -2.1 1005 160  1.3 8  2.1  63    3   27 261 -312  1
3796500 2740500  1  3 17  -2.8 1005 180  1.0 8  2.1  66    0    3 263 -310  1
3796500 2740500  1  3 18  -2.9 1005 180  0.9 7  2.1  68    0    0 256 -307  1
3796500 2740500  1  3 19  -3.3 1004 200  2.0 6  2.2  72    0    0 248 -305  1
3796500 2740500  1  3 20  -4.2 1004 160  1.7 5  2.2  76    0    0 239 -304  1
3796500 2740500  1  3 21  -3.7 1003 190  1.2 7  2.2  76    0    0 245 -303  1
3796500 2740500  1  3 22  -3.7 1003 190  1.4 6  2.2  74    0    0 251 -303  1
3796500 2740500  1  3 23  -3.3 1003 190  2.2 7  2.2  75    0    0 254 -303  1
3796500 2740500  1  3 24  -3.0 1003 210  2.9 8  2.3  75    0    0 266 -303  1
3796500 2740500  1  4  1  -3.5 1002 220  2.8 7  2.3  76    0    0 268 -303  1
3796500 2740500  1  4  2  -3.8 1001 220  3.6 7  2.2  76    0    0 266 -304  1
3796500 2740500  1  4  3  -3.4 1000 220  3.8 7  2.2  76    0    0 268 -304  1
3796500 2740500  1  4  4  -3.4 1000 220  3.8 6  2.3  77    0    0 267 -305  1
3796500 2740500  1  4  5  -4.1  999 210  3.6 7  2.4  82    0    0 267 -306  1
3796500 2740500  1  4  6  -3.9  998 210  4.7 8  2.5  86    0    0 276 -306  1
3796500 2740500  1  4  7  -3.9  997 210  4.7 8  2.6  89    0    0 282 -308  1
3796500 2740500  1  4  8  -3.6  997 220  4.5 8  2.7  92    0    0 285 -309  1
3796500 2740500  1  4  9  -3.6  997 210  3.7 8  2.8  94    0    0 286 -310  1
3796500 2740500  1  4 10  -3.0  997 210  4.3 8  2.9  95    0   15 287 -311  1
3796500 2740500  1  4 11  -2.9  996 210  4.0 8  3.0  96    0   25 289 -313  1
3796500 2740500  1  4 12  -1.7  996 220  4.0 8  3.1  96    0   31 291 -314  1
3796500 2740500  1  4 13  -1.1  996 230  3.7 8  3.4  98    0   32 295 -315  1
