DT-Index;Datum;Zeit;Quotation [Euro/MWh]
17.10.2021 20:15:00;17.10.2021;20:15:00;55,368
17.10.2021 20:30:00;17.10.2021;20:30:00;45,955
17.10.2021 20:45:00;17.10.2021;20:45:00;35,875
17.10.2021 21:00:00;17.10.2021;21:00:00;26,475
17.10.2021 21:15:00;17.10.2021;21:15:00;45,782
17.10.2021 21:30:00;17.10.2021;21:30:00;38,388
17.10.2021 21:45:00;17.10.2021;21:45:00;32,222
17.10.2021 22:00:00;17.10.2021;22:00:00;29,477
17.10.2021 22:15:00;17.10.2021;22:15:00;48,123
17.10.2021 22:30:00;17.10.2021;22:30:00;42,542
17.10.2021 22:45:00;17.10.2021;22:45:00;33,235
17.10.2021 23:00:00;17.10.2021;23:00:00;21,844
17.10.2021 23:15:00;17.10.2021;23:15:00;46,271
17.10.2021 23:30:00;17.10.2021;23:30:00;37,482
17.10.2021 23:45:00;17.10.2021;23:45:00;27,473
18.10.2021 00:00:00;18.10.2021;00:00:00;16,551
18.10.2021 00:15:00;18.10.2021;00:15:00;41,014
18.10.2021 00:30:00;18.10.2021;00:30:00;33,999
18.10.2021 00:45:00;18.10.2021;00:45:00;24,859
18.10.2021 01:00:00;18.10.2021;01:00:00;19,094
18.10.2021 01:15:00;18.10.2021;01:15:00;35,490
18.10.2021 01:30:00;18.10.2021;01:30:00;28,976
18.10.2021 01:45:00;18.10.2021;01:45:00;25,710
18.10.2021 02:00:00;18.10.2021;02:00:00;21,776
18.10.2021 02:15:00;18.10.2021;02:15:00;27,405
18.10.2021 02:30:00;18.10.2021;02:30:00;24,308
18.10.2021 02:45:00;18.10.2021;02:45:00;26,201
18.10.2021 03:00:00;18.10.2021;03:00:00;28,368
18.10.2021 03:15:00;18.10.2021;03:15:00;21,799
18.10.2021 03:30:00;18.10.2021;03:30:00;23,614
18.10.2021 03:45:00;18.10.2021;03:45:00;25,241
18.10.2021 04:00:00;18.10.2021;04:00:00;31,090
18.10.2021 04:15:00;18.10.2021;04:15:00;15,893
18.10.2021 04:30:00;18.10.2021;04:30:00;21,942
18.10.2021 04:45:00;18.10.2021;04:45:00;29,496
18.10.2021 05:00:00;18.10.2021;05:00:00;36,740
18.10.2021 05:15:00;18.10.2021;05:15:00;16,076
18.10.2021 05:30:00;18.10.2021;05:30:00;21,328
18.10.2021 05:45:00;18.10.2021;05:45:00;37,312
18.10.2021 06:00:00;18.10.2021;06:00:00;51,320
18.10.2021 06:15:00;18.10.2021;06:15:00;15,805
18.10.2021 06:30:00;18.10.2021;06:30:00;39,595
18.10.2021 06:45:00;18.10.2021;06:45:00;59,356
18.10.2021 07:00:00;18.10.2021;07:00:00;69,201
18.10.2021 07:15:00;18.10.2021;07:15:00;44,765
18.10.2021 07:30:00;18.10.2021;07:30:00;58,054
18.10.2021 07:45:00;18.10.2021;07:45:00;63,652
18.10.2021 08:00:00;18.10.2021;08:00:00;66,271
18.10.2021 08:15:00;18.10.2021;08:15:00;58,564
18.10.2021 08:30:00;18.10.2021;08:30:00;58,242
18.10.2021 08:45:00;18.10.2021;08:45:00;55,273
18.10.2021 09:00:00;18.10.2021;09:00:00;49,801
18.10.2021 09:15:00;18.10.2021;09:15:00;58,059
18.10.2021 09:30:00;18.10.2021;09:30:00;54,020
18.10.2021 09:45:00;18.10.2021;09:45:00;51,323
18.10.2021 10:00:00;18.10.2021;10:00:00;46,511
18.10.2021 10:15:00;18.10.2021;10:15:00;55,404
18.10.2021 10:30:00;18.10.2021;10:30:00;50,339
18.10.2021 10:45:00;18.10.2021;10:45:00;47,663
18.10.2021 11:00:00;18.10.2021;11:00:00;45,495
18.10.2021 11:15:00;18.10.2021;11:15:00;49,541
18.10.2021 11:30:00;18.10.2021;11:30:00;49,468
18.10.2021 11:45:00;18.10.2021;11:45:00;48,580
18.10.2021 12:00:00;18.10.2021;12:00:00;45,000
18.10.2021 12:15:00;18.10.2021;12:15:00;49,317
18.10.2021 12:30:00;18.10.2021;12:30:00;44,200
18.10.2021 12:45:00;18.10.2021;12:45:00;44,487
18.10.2021 13:00:00;18.10.2021;13:00:00;44,782
18.10.2021 13:15:00;18.10.2021;13:15:00;49,033
18.10.2021 13:30:00;18.10.2021;13:30:00;48,375
18.10.2021 13:45:00;18.10.2021;13:45:00;45,780
18.10.2021 14:00:00;18.10.2021;14:00:00;41,973
18.10.2021 14:15:00;18.10.2021;14:15:00;41,135
18.10.2021 14:30:00;18.10.2021;14:30:00;45,131
18.10.2021 14:45:00;18.10.2021;14:45:00;48,472
18.10.2021 15:00:00;18.10.2021;15:00:00;51,147
18.10.2021 15:15:00;18.10.2021;15:15:00;43,183
18.10.2021 15:30:00;18.10.2021;15:30:00;46,577
18.10.2021 15:45:00;18.10.2021;15:45:00;49,385
18.10.2021 16:00:00;18.10.2021;16:00:00;52,427
18.10.2021 16:15:00;18.10.2021;16:15:00;42,406
18.10.2021 16:30:00;18.10.2021;16:30:00;46,940
18.10.2021 16:45:00;18.10.2021;16:45:00;52,871
18.10.2021 17:00:00;18.10.2021;17:00:00;61,486
18.10.2021 17:15:00;18.10.2021;17:15:00;46,150
18.10.2021 17:30:00;18.10.2021;17:30:00;54,860
18.10.2021 17:45:00;18.10.2021;17:45:00;62,378
18.10.2021 18:00:00;18.10.2021;18:00:00;67,142
18.10.2021 18:15:00;18.10.2021;18:15:00;56,344
18.10.2021 18:30:00;18.10.2021;18:30:00;55,101
18.10.2021 18:45:00;18.10.2021;18:45:00;58,648
18.10.2021 19:00:00;18.10.2021;19:00:00;62,273
18.10.2021 19:15:00;18.10.2021;19:15:00;67,706
18.10.2021 19:30:00;18.10.2021;19:30:00;60,452
18.10.2021 19:45:00;18.10.2021;19:45:00;56,226
18.10.2021 20:00:00;18.10.2021;20:00:00;49,748
18.10.2021 20:15:00;18.10.2021;20:15:00;76,988
18.10.2021 20:30:00;18.10.2021;20:30:00;59,096
18.10.2021 20:45:00;18.10.2021;20:45:00;47,748
18.10.2021 21:00:00;18.10.2021;21:00:00;34,994
18.10.2021 21:15:00;18.10.2021;21:15:00;62,958
18.10.2021 21:30:00;18.10.2021;21:30:00;55,261
18.10.2021 21:45:00;18.10.2021;21:45:00;43,618
18.10.2021 22:00:00;18.10.2021;22:00:00;29,320
18.10.2021 22:15:00;18.10.2021;22:15:00;60,319
18.10.2021 22:30:00;18.10.2021;22:30:00;51,424
18.10.2021 22:45:00;18.10.2021;22:45:00;38,201
18.10.2021 23:00:00;18.10.2021;23:00:00;23,180
18.10.2021 23:15:00;18.10.2021;23:15:00;52,851
18.10.2021 23:30:00;18.10.2021;23:30:00;43,801
18.10.2021 23:45:00;18.10.2021;23:45:00;31,361
19.10.2021 00:00:00;19.10.2021;00:00:00;18,426
19.10.2021 00:15:00;19.10.2021;00:15:00;47,118
19.10.2021 00:30:00;19.10.2021;00:30:00;39,741
19.10.2021 00:45:00;19.10.2021;00:45:00;32,940
19.10.2021 01:00:00;19.10.2021;01:00:00;24,900
19.10.2021 01:15:00;19.10.2021;01:15:00;41,211
19.10.2021 01:30:00;19.10.2021;01:30:00;36,788
19.10.2021 01:45:00;19.10.2021;01:45:00;32,463
19.10.2021 02:00:00;19.10.2021;02:00:00;27,614
19.10.2021 02:15:00;19.10.2021;02:15:00;35,653
19.10.2021 02:30:00;19.10.2021;02:30:00;31,334
19.10.2021 02:45:00;19.10.2021;02:45:00;32,538
19.10.2021 03:00:00;19.10.2021;03:00:00;33,019
19.10.2021 03:15:00;19.10.2021;03:15:00;30,920
19.10.2021 03:30:00;19.10.2021;03:30:00;30,795
19.10.2021 03:45:00;19.10.2021;03:45:00;31,614
19.10.2021 04:00:00;19.10.2021;04:00:00;33,547
19.10.2021 04:15:00;19.10.2021;04:15:00;25,512
19.10.2021 04:30:00;19.10.2021;04:30:00;30,195
19.10.2021 04:45:00;19.10.2021;04:45:00;35,936
19.10.2021 05:00:00;19.10.2021;05:00:00;40,281
19.10.2021 05:15:00;19.10.2021;05:15:00;23,925
19.10.2021 05:30:00;19.10.2021;05:30:00;29,272
19.10.2021 05:45:00;19.10.2021;05:45:00;40,478
19.10.2021 06:00:00;19.10.2021;06:00:00;50,290
19.10.2021 06:15:00;19.10.2021;06:15:00;21,494
19.10.2021 06:30:00;19.10.2021;06:30:00;42,089
19.10.2021 06:45:00;19.10.2021;06:45:00;59,851
19.10.2021 07:00:00;19.10.2021;07:00:00;72,567
19.10.2021 07:15:00;19.10.2021;07:15:00;46,043
19.10.2021 07:30:00;19.10.2021;07:30:00;58,236
19.10.2021 07:45:00;19.10.2021;07:45:00;62,951
19.10.2021 08:00:00;19.10.2021;08:00:00;66,230
19.10.2021 08:15:00;19.10.2021;08:15:00;61,724
19.10.2021 08:30:00;19.10.2021;08:30:00;60,653
19.10.2021 08:45:00;19.10.2021;08:45:00;57,419
19.10.2021 09:00:00;19.10.2021;09:00:00;50,507
19.10.2021 09:15:00;19.10.2021;09:15:00;59,432
19.10.2021 09:30:00;19.10.2021;09:30:00;54,140
19.10.2021 09:45:00;19.10.2021;09:45:00;51,058
19.10.2021 10:00:00;19.10.2021;10:00:00;46,417
19.10.2021 10:15:00;19.10.2021;10:15:00;55,663
19.10.2021 10:30:00;19.10.2021;10:30:00;51,010
19.10.2021 10:45:00;19.10.2021;10:45:00;48,799
19.10.2021 11:00:00;19.10.2021;11:00:00;46,013
19.10.2021 11:15:00;19.10.2021;11:15:00;51,225
19.10.2021 11:30:00;19.10.2021;11:30:00;51,019
19.10.2021 11:45:00;19.10.2021;11:45:00;49,381
19.10.2021 12:00:00;19.10.2021;12:00:00;45,582
19.10.2021 12:15:00;19.10.2021;12:15:00;49,737
19.10.2021 12:30:00;19.10.2021;12:30:00;45,344
19.10.2021 12:45:00;19.10.2021;12:45:00;45,322
19.10.2021 13:00:00;19.10.2021;13:00:00;45,771
19.10.2021 13:15:00;19.10.2021;13:15:00;48,470
19.10.2021 13:30:00;19.10.2021;13:30:00;47,851
19.10.2021 13:45:00;19.10.2021;13:45:00;46,710
19.10.2021 14:00:00;19.10.2021;14:00:00;44,335
19.10.2021 14:15:00;19.10.2021;14:15:00;41,402
19.10.2021 14:30:00;19.10.2021;14:30:00;46,411
19.10.2021 14:45:00;19.10.2021;14:45:00;49,754
19.10.2021 15:00:00;19.10.2021;15:00:00;53,420
19.10.2021 15:15:00;19.10.2021;15:15:00;44,510
19.10.2021 15:30:00;19.10.2021;15:30:00;48,452
19.10.2021 15:45:00;19.10.2021;15:45:00;51,185
19.10.2021 16:00:00;19.10.2021;16:00:00;54,743
19.10.2021 16:15:00;19.10.2021;16:15:00;43,006
19.10.2021 16:30:00;19.10.2021;16:30:00;48,472
19.10.2021 16:45:00;19.10.2021;16:45:00;53,679
19.10.2021 17:00:00;19.10.2021;17:00:00;60,263
19.10.2021 17:15:00;19.10.2021;17:15:00;47,818
19.10.2021 17:30:00;19.10.2021;17:30:00;56,478
19.10.2021 17:45:00;19.10.2021;17:45:00;61,694
19.10.2021 18:00:00;19.10.2021;18:00:00;65,277
19.10.2021 18:15:00;19.10.2021;18:15:00;56,800
19.10.2021 18:30:00;19.10.2021;18:30:00;56,533
19.10.2021 18:45:00;19.10.2021;18:45:00;58,144
19.10.2021 19:00:00;19.10.2021;19:00:00;60,080
19.10.2021 19:15:00;19.10.2021;19:15:00;66,833
19.10.2021 19:30:00;19.10.2021;19:30:00;59,688
19.10.2021 19:45:00;19.10.2021;19:45:00;55,222
19.10.2021 20:00:00;19.10.2021;20:00:00;48,198
19.10.2021 20:15:00;19.10.2021;20:15:00;72,079
19.10.2021 20:30:00;19.10.2021;20:30:00;57,424
19.10.2021 20:45:00;19.10.2021;20:45:00;47,534
19.10.2021 21:00:00;19.10.2021;21:00:00;36,597
19.10.2021 21:15:00;19.10.2021;21:15:00;60,410
19.10.2021 21:30:00;19.10.2021;21:30:00;53,824
19.10.2021 21:45:00;19.10.2021;21:45:00;42,321
19.10.2021 22:00:00;19.10.2021;22:00:00;29,959
19.10.2021 22:15:00;19.10.2021;22:15:00;59,022
19.10.2021 22:30:00;19.10.2021;22:30:00;48,512
19.10.2021 22:45:00;19.10.2021;22:45:00;37,967
19.10.2021 23:00:00;19.10.2021;23:00:00;25,819
19.10.2021 23:15:00;19.10.2021;23:15:00;52,077
19.10.2021 23:30:00;19.10.2021;23:30:00;42,577
19.10.2021 23:45:00;19.10.2021;23:45:00;31,937
20.10.2021 00:00:00;20.10.2021;00:00:00;19,623
20.10.2021 00:15:00;20.10.2021;00:15:00;45,907
20.10.2021 00:30:00;20.10.2021;00:30:00;39,792
20.10.2021 00:45:00;20.10.2021;00:45:00;31,900
20.10.2021 01:00:00;20.10.2021;01:00:00;24,748
20.10.2021 01:15:00;20.10.2021;01:15:00;40,978
20.10.2021 01:30:00;20.10.2021;01:30:00;35,119
20.10.2021 01:45:00;20.10.2021;01:45:00;30,747
20.10.2021 02:00:00;20.10.2021;02:00:00;27,251
20.10.2021 02:15:00;20.10.2021;02:15:00;32,331
20.10.2021 02:30:00;20.10.2021;02:30:00;29,017
20.10.2021 02:45:00;20.10.2021;02:45:00;31,462
20.10.2021 03:00:00;20.10.2021;03:00:00;33,156
20.10.2021 03:15:00;20.10.2021;03:15:00;28,405
20.10.2021 03:30:00;20.10.2021;03:30:00;29,856
20.10.2021 03:45:00;20.10.2021;03:45:00;31,632
20.10.2021 04:00:00;20.10.2021;04:00:00;34,741
20.10.2021 04:15:00;20.10.2021;04:15:00;25,368
20.10.2021 04:30:00;20.10.2021;04:30:00;30,670
20.10.2021 04:45:00;20.10.2021;04:45:00;36,279
20.10.2021 05:00:00;20.10.2021;05:00:00;40,524
20.10.2021 05:15:00;20.10.2021;05:15:00;23,959
20.10.2021 05:30:00;20.10.2021;05:30:00;29,595
20.10.2021 05:45:00;20.10.2021;05:45:00;41,125
20.10.2021 06:00:00;20.10.2021;06:00:00;49,350
20.10.2021 06:15:00;20.10.2021;06:15:00;24,191
20.10.2021 06:30:00;20.10.2021;06:30:00;43,030
20.10.2021 06:45:00;20.10.2021;06:45:00;58,251
20.10.2021 07:00:00;20.10.2021;07:00:00;71,993
20.10.2021 07:15:00;20.10.2021;07:15:00;46,531
20.10.2021 07:30:00;20.10.2021;07:30:00;58,649
20.10.2021 07:45:00;20.10.2021;07:45:00;63,940
20.10.2021 08:00:00;20.10.2021;08:00:00;66,354
20.10.2021 08:15:00;20.10.2021;08:15:00;60,035
20.10.2021 08:30:00;20.10.2021;08:30:00;59,918
20.10.2021 08:45:00;20.10.2021;08:45:00;57,093
20.10.2021 09:00:00;20.10.2021;09:00:00;51,709
20.10.2021 09:15:00;20.10.2021;09:15:00;60,436
20.10.2021 09:30:00;20.10.2021;09:30:00;55,822
20.10.2021 09:45:00;20.10.2021;09:45:00;53,222
20.10.2021 10:00:00;20.10.2021;10:00:00;48,839
20.10.2021 10:15:00;20.10.2021;10:15:00;56,878
20.10.2021 10:30:00;20.10.2021;10:30:00;52,530
20.10.2021 10:45:00;20.10.2021;10:45:00;50,282
20.10.2021 11:00:00;20.10.2021;11:00:00;48,407
20.10.2021 11:15:00;20.10.2021;11:15:00;52,022
20.10.2021 11:30:00;20.10.2021;11:30:00;52,145
20.10.2021 11:45:00;20.10.2021;11:45:00;51,457
20.10.2021 12:00:00;20.10.2021;12:00:00;47,739
20.10.2021 12:15:00;20.10.2021;12:15:00;50,927
20.10.2021 12:30:00;20.10.2021;12:30:00;46,186
20.10.2021 12:45:00;20.10.2021;12:45:00;46,823
20.10.2021 13:00:00;20.10.2021;13:00:00;47,859
20.10.2021 13:15:00;20.10.2021;13:15:00;51,045
20.10.2021 13:30:00;20.10.2021;13:30:00;50,346
20.10.2021 13:45:00;20.10.2021;13:45:00;47,634
20.10.2021 14:00:00;20.10.2021;14:00:00;45,053
20.10.2021 14:15:00;20.10.2021;14:15:00;44,007
20.10.2021 14:30:00;20.10.2021;14:30:00;47,718
20.10.2021 14:45:00;20.10.2021;14:45:00;51,387
20.10.2021 15:00:00;20.10.2021;15:00:00;55,607
20.10.2021 15:15:00;20.10.2021;15:15:00;46,057
20.10.2021 15:30:00;20.10.2021;15:30:00;49,913
20.10.2021 15:45:00;20.10.2021;15:45:00;52,953
20.10.2021 16:00:00;20.10.2021;16:00:00;56,987
20.10.2021 16:15:00;20.10.2021;16:15:00;45,403
20.10.2021 16:30:00;20.10.2021;16:30:00;51,194
20.10.2021 16:45:00;20.10.2021;16:45:00;57,664
20.10.2021 17:00:00;20.10.2021;17:00:00;65,582
20.10.2021 17:15:00;20.10.2021;17:15:00;52,407
20.10.2021 17:30:00;20.10.2021;17:30:00;61,358
20.10.2021 17:45:00;20.10.2021;17:45:00;66,847
20.10.2021 18:00:00;20.10.2021;18:00:00;69,560
20.10.2021 18:15:00;20.10.2021;18:15:00;62,750
20.10.2021 18:30:00;20.10.2021;18:30:00;61,531
20.10.2021 18:45:00;20.10.2021;18:45:00;62,882
20.10.2021 19:00:00;20.10.2021;19:00:00;63,251
20.10.2021 19:15:00;20.10.2021;19:15:00;70,660
20.10.2021 19:30:00;20.10.2021;19:30:00;61,205
20.10.2021 19:45:00;20.10.2021;19:45:00;55,753
20.10.2021 20:00:00;20.10.2021;20:00:00;49,075
20.10.2021 20:15:00;20.10.2021;20:15:00;73,710
20.10.2021 20:30:00;20.10.2021;20:30:00;59,273
20.10.2021 20:45:00;20.10.2021;20:45:00;49,054
20.10.2021 21:00:00;20.10.2021;21:00:00;37,484
20.10.2021 21:15:00;20.10.2021;21:15:00;61,659
20.10.2021 21:30:00;20.10.2021;21:30:00;53,359
20.10.2021 21:45:00;20.10.2021;21:45:00;43,883
20.10.2021 22:00:00;20.10.2021;22:00:00;31,673
20.10.2021 22:15:00;20.10.2021;22:15:00;59,647
20.10.2021 22:30:00;20.10.2021;22:30:00;50,272
20.10.2021 22:45:00;20.10.2021;22:45:00;38,639
20.10.2021 23:00:00;20.10.2021;23:00:00;25,682
20.10.2021 23:15:00;20.10.2021;23:15:00;52,851
20.10.2021 23:30:00;20.10.2021;23:30:00;44,183
20.10.2021 23:45:00;20.10.2021;23:45:00;33,015
21.10.2021 00:00:00;21.10.2021;00:00:00;20,375
21.10.2021 00:15:00;21.10.2021;00:15:00;46,321
21.10.2021 00:30:00;21.10.2021;00:30:00;40,331
21.10.2021 00:45:00;21.10.2021;00:45:00;32,987
21.10.2021 01:00:00;21.10.2021;01:00:00;26,226
21.10.2021 01:15:00;21.10.2021;01:15:00;41,324
21.10.2021 01:30:00;21.10.2021;01:30:00;37,055
21.10.2021 01:45:00;21.10.2021;01:45:00;32,541
21.10.2021 02:00:00;21.10.2021;02:00:00;28,653
21.10.2021 02:15:00;21.10.2021;02:15:00;34,305
21.10.2021 02:30:00;21.10.2021;02:30:00;31,500
21.10.2021 02:45:00;21.10.2021;02:45:00;32,751
21.10.2021 03:00:00;21.10.2021;03:00:00;33,641
21.10.2021 03:15:00;21.10.2021;03:15:00;30,266
21.10.2021 03:30:00;21.10.2021;03:30:00;31,420
21.10.2021 03:45:00;21.10.2021;03:45:00;32,442
21.10.2021 04:00:00;21.10.2021;04:00:00;35,085
21.10.2021 04:15:00;21.10.2021;04:15:00;25,012
21.10.2021 04:30:00;21.10.2021;04:30:00;30,183
21.10.2021 04:45:00;21.10.2021;04:45:00;36,794
21.10.2021 05:00:00;21.10.2021;05:00:00;40,708
21.10.2021 05:15:00;21.10.2021;05:15:00;24,438
21.10.2021 05:30:00;21.10.2021;05:30:00;30,508
21.10.2021 05:45:00;21.10.2021;05:45:00;40,234
21.10.2021 06:00:00;21.10.2021;06:00:00;49,182
21.10.2021 06:15:00;21.10.2021;06:15:00;22,506
21.10.2021 06:30:00;21.10.2021;06:30:00;41,477
21.10.2021 06:45:00;21.10.2021;06:45:00;57,557
21.10.2021 07:00:00;21.10.2021;07:00:00;67,739
21.10.2021 07:15:00;21.10.2021;07:15:00;47,700
21.10.2021 07:30:00;21.10.2021;07:30:00;58,247
21.10.2021 07:45:00;21.10.2021;07:45:00;63,915
21.10.2021 08:00:00;21.10.2021;08:00:00;66,506
21.10.2021 08:15:00;21.10.2021;08:15:00;60,547
21.10.2021 08:30:00;21.10.2021;08:30:00;59,022
21.10.2021 08:45:00;21.10.2021;08:45:00;55,336
21.10.2021 09:00:00;21.10.2021;09:00:00;49,178
21.10.2021 09:15:00;21.10.2021;09:15:00;58,082
21.10.2021 09:30:00;21.10.2021;09:30:00;53,440
21.10.2021 09:45:00;21.10.2021;09:45:00;50,287
21.10.2021 10:00:00;21.10.2021;10:00:00;45,560
21.10.2021 10:15:00;21.10.2021;10:15:00;54,595
21.10.2021 10:30:00;21.10.2021;10:30:00;50,131
21.10.2021 10:45:00;21.10.2021;10:45:00;47,321
21.10.2021 11:00:00;21.10.2021;11:00:00;44,269
21.10.2021 11:15:00;21.10.2021;11:15:00;49,243
21.10.2021 11:30:00;21.10.2021;11:30:00;48,685
21.10.2021 11:45:00;21.10.2021;11:45:00;47,470
21.10.2021 12:00:00;21.10.2021;12:00:00;43,929
21.10.2021 12:15:00;21.10.2021;12:15:00;48,162
21.10.2021 12:30:00;21.10.2021;12:30:00;43,543
21.10.2021 12:45:00;21.10.2021;12:45:00;43,746
21.10.2021 13:00:00;21.10.2021;13:00:00;43,969
21.10.2021 13:15:00;21.10.2021;13:15:00;47,747
21.10.2021 13:30:00;21.10.2021;13:30:00;46,461
21.10.2021 13:45:00;21.10.2021;13:45:00;44,155
21.10.2021 14:00:00;21.10.2021;14:00:00;41,008
21.10.2021 14:15:00;21.10.2021;14:15:00;39,981
21.10.2021 14:30:00;21.10.2021;14:30:00;44,165
21.10.2021 14:45:00;21.10.2021;14:45:00;47,234
21.10.2021 15:00:00;21.10.2021;15:00:00;50,821
21.10.2021 15:15:00;21.10.2021;15:15:00;42,391
21.10.2021 15:30:00;21.10.2021;15:30:00;45,873
21.10.2021 15:45:00;21.10.2021;15:45:00;49,031
21.10.2021 16:00:00;21.10.2021;16:00:00;52,148
21.10.2021 16:15:00;21.10.2021;16:15:00;41,345
21.10.2021 16:30:00;21.10.2021;16:30:00;46,616
21.10.2021 16:45:00;21.10.2021;16:45:00;52,058
21.10.2021 17:00:00;21.10.2021;17:00:00;58,304
21.10.2021 17:15:00;21.10.2021;17:15:00;46,479
21.10.2021 17:30:00;21.10.2021;17:30:00;54,393
21.10.2021 17:45:00;21.10.2021;17:45:00;59,379
21.10.2021 18:00:00;21.10.2021;18:00:00;61,298
21.10.2021 18:15:00;21.10.2021;18:15:00;54,897
21.10.2021 18:30:00;21.10.2021;18:30:00;53,613
21.10.2021 18:45:00;21.10.2021;18:45:00;56,003
21.10.2021 19:00:00;21.10.2021;19:00:00;56,912
21.10.2021 19:15:00;21.10.2021;19:15:00;61,217
21.10.2021 19:30:00;21.10.2021;19:30:00;55,327
21.10.2021 19:45:00;21.10.2021;19:45:00;50,848
21.10.2021 20:00:00;21.10.2021;20:00:00;45,347
21.10.2021 20:15:00;21.10.2021;20:15:00;68,080
21.10.2021 20:30:00;21.10.2021;20:30:00;54,566
21.10.2021 20:45:00;21.10.2021;20:45:00;43,273
21.10.2021 21:00:00;21.10.2021;21:00:00;33,072
21.10.2021 21:15:00;21.10.2021;21:15:00;57,263
21.10.2021 21:30:00;21.10.2021;21:30:00;49,987
21.10.2021 21:45:00;21.10.2021;21:45:00;39,954
21.10.2021 22:00:00;21.10.2021;22:00:00;28,896
21.10.2021 22:15:00;21.10.2021;22:15:00;57,256
21.10.2021 22:30:00;21.10.2021;22:30:00;48,442
21.10.2021 22:45:00;21.10.2021;22:45:00;36,321
21.10.2021 23:00:00;21.10.2021;23:00:00;24,728
21.10.2021 23:15:00;21.10.2021;23:15:00;51,608
21.10.2021 23:30:00;21.10.2021;23:30:00;43,585
21.10.2021 23:45:00;21.10.2021;23:45:00;33,216
22.10.2021 00:00:00;22.10.2021;00:00:00;20,976
22.10.2021 00:15:00;22.10.2021;00:15:00;44,002
22.10.2021 00:30:00;22.10.2021;00:30:00;38,949
22.10.2021 00:45:00;22.10.2021;00:45:00;31,895
22.10.2021 01:00:00;22.10.2021;01:00:00;24,921
22.10.2021 01:15:00;22.10.2021;01:15:00;41,957
22.10.2021 01:30:00;22.10.2021;01:30:00;37,205
22.10.2021 01:45:00;22.10.2021;01:45:00;32,100
22.10.2021 02:00:00;22.10.2021;02:00:00;27,739
22.10.2021 02:15:00;22.10.2021;02:15:00;33,646
22.10.2021 02:30:00;22.10.2021;02:30:00;30,123
22.10.2021 02:45:00;22.10.2021;02:45:00;32,396
22.10.2021 03:00:00;22.10.2021;03:00:00;33,799
22.10.2021 03:15:00;22.10.2021;03:15:00;28,649
22.10.2021 03:30:00;22.10.2021;03:30:00;30,074
22.10.2021 03:45:00;22.10.2021;03:45:00;32,178
22.10.2021 04:00:00;22.10.2021;04:00:00;35,768
22.10.2021 04:15:00;22.10.2021;04:15:00;23,064
22.10.2021 04:30:00;22.10.2021;04:30:00;29,729
22.10.2021 04:45:00;22.10.2021;04:45:00;36,987
22.10.2021 05:00:00;22.10.2021;05:00:00;41,859
22.10.2021 05:15:00;22.10.2021;05:15:00;23,638
22.10.2021 05:30:00;22.10.2021;05:30:00;28,711
22.10.2021 05:45:00;22.10.2021;05:45:00;40,156
22.10.2021 06:00:00;22.10.2021;06:00:00;48,232
22.10.2021 06:15:00;22.10.2021;06:15:00;23,458
22.10.2021 06:30:00;22.10.2021;06:30:00;42,095
22.10.2021 06:45:00;22.10.2021;06:45:00;56,543
22.10.2021 07:00:00;22.10.2021;07:00:00;68,018
22.10.2021 07:15:00;22.10.2021;07:15:00;44,940
22.10.2021 07:30:00;22.10.2021;07:30:00;56,525
22.10.2021 07:45:00;22.10.2021;07:45:00;62,975
22.10.2021 08:00:00;22.10.2021;08:00:00;65,632
22.10.2021 08:15:00;22.10.2021;08:15:00;59,607
22.10.2021 08:30:00;22.10.2021;08:30:00;59,279
22.10.2021 08:45:00;22.10.2021;08:45:00;56,189
22.10.2021 09:00:00;22.10.2021;09:00:00;51,266
22.10.2021 09:15:00;22.10.2021;09:15:00;59,331
22.10.2021 09:30:00;22.10.2021;09:30:00;54,848
22.10.2021 09:45:00;22.10.2021;09:45:00;52,060
22.10.2021 10:00:00;22.10.2021;10:00:00;46,962
22.10.2021 10:15:00;22.10.2021;10:15:00;56,397
22.10.2021 10:30:00;22.10.2021;10:30:00;51,225
22.10.2021 10:45:00;22.10.2021;10:45:00;48,644
22.10.2021 11:00:00;22.10.2021;11:00:00;45,277
22.10.2021 11:15:00;22.10.2021;11:15:00;52,006
22.10.2021 11:30:00;22.10.2021;11:30:00;50,670
22.10.2021 11:45:00;22.10.2021;11:45:00;47,933
22.10.2021 12:00:00;22.10.2021;12:00:00;43,183
22.10.2021 12:15:00;22.10.2021;12:15:00;50,564
22.10.2021 12:30:00;22.10.2021;12:30:00;45,898
22.10.2021 12:45:00;22.10.2021;12:45:00;43,966
22.10.2021 13:00:00;22.10.2021;13:00:00;42,536
22.10.2021 13:15:00;22.10.2021;13:15:00;48,718
22.10.2021 13:30:00;22.10.2021;13:30:00;46,520
22.10.2021 13:45:00;22.10.2021;13:45:00;43,674
22.10.2021 14:00:00;22.10.2021;14:00:00;39,782
22.10.2021 14:15:00;22.10.2021;14:15:00;39,145
22.10.2021 14:30:00;22.10.2021;14:30:00;42,649
22.10.2021 14:45:00;22.10.2021;14:45:00;45,418
22.10.2021 15:00:00;22.10.2021;15:00:00;49,034
22.10.2021 15:15:00;22.10.2021;15:15:00;39,458
22.10.2021 15:30:00;22.10.2021;15:30:00;43,159
22.10.2021 15:45:00;22.10.2021;15:45:00;47,134
22.10.2021 16:00:00;22.10.2021;16:00:00;50,841
22.10.2021 16:15:00;22.10.2021;16:15:00;38,151
